bibkey,title,match_confidence,score,method
mysiak_is_2023,Is {German} secretly a {Slavic} language? {What} {BERT} probing can tell us about language groups,,,appendix long table_refrences.tex: \cite* keys
n_atox_evaluating_nodate,Evaluating {Large} {Language} {Models} through the {Lens} of {Linguistic} {Proficiency} and {World} {Knowledge}: {A} {Comparative} {Study,,,appendix long table_refrences.tex: \cite* keys
nandi_sneaking_2025,Sneaking {Syntax} into {Transformer} {Language} {Models} with {Tree} {Regularization,,,appendix long table_refrences.tex: \cite* keys
nayak_using_2021,Using {Integrated} {Gradients} and {Constituency} {Parse} {Trees} to explain {Linguistic} {Acceptability} learnt by {BERT,,,appendix long table_refrences.tex: \cite* keys
newman_refining_2021,Refining {Targeted} {Syntactic} {Evaluation} of {Language} {Models,,,appendix long table_refrences.tex: \cite* keys
nikolaev_universe_2023,The {Universe} of {Utterances} {According} to {BERT,,,appendix long table_refrences.tex: \cite* keys
nikoulina_rediscovery_2021,The {Rediscovery} {Hypothesis}: {Language} {Models} {Need} to {Meet} {Linguistics,,,appendix long table_refrences.tex: \cite* keys
niu_does_2022,Does {BERT} {Rediscover} a {Classical} {NLP} {Pipeline}?,,,appendix long table_refrences.tex: \cite* keys
niu_using_2022,Using {Roark}-{Hollingshead} {Distance} to {Probe} {BERT}'s {Syntactic} {Competence,,,appendix long table_refrences.tex: \cite* keys
oba_exploratory_2021,Exploratory {Model} {Analysis} {Using} {Data}-{Driven} {Neuron} {Representations,,,appendix long table_refrences.tex: \cite* keys
oota_joint_2023,Joint processing of linguistic properties in brains and language models,,,appendix long table_refrences.tex: \cite* keys
otmakhova_cross-linguistic_2022,Cross-linguistic {Comparison} of {Linguistic} {Feature} {Encoding} in {BERT} {Models} for {Typologically} {Different} {Languages,,,appendix long table_refrences.tex: \cite* keys
papadimitriou_deep_2021,Deep {Subjecthood}: {Higher}-{Order} {Grammatical} {Features} in {Multilingual} {BERT,,,appendix long table_refrences.tex: \cite* keys
papadimitriou_injecting_2023,Injecting structural hints: {Using} language models to study inductive biases in language learning,,,appendix long table_refrences.tex: \cite* keys
papadimitriou_when_2022,"When classifying arguments, {BERT} doesn't care about word order...except when it matters",,,appendix long table_refrences.tex: \cite* keys
park_deep_2021,Deep learning can contrast the minimal pairs of syntactic data,,,appendix long table_refrences.tex: \cite* keys
patil_filtered_2024,Filtered {Corpus} {Training} ({FiCT}) {Shows} that {Language} {Models} {Can} {Generalize} from {Indirect} {Evidence,,,appendix long table_refrences.tex: \cite* keys
perez-mayos_assessing_2021,Assessing the {Syntactic} {Capabilities} of {Transformer}-based {Multilingual} {Language} {Models,,,appendix long table_refrences.tex: \cite* keys
perez-mayos_evolution_2021,On the evolution of syntactic information encoded by {BERT}'s contextualized representations,,,appendix long table_refrences.tex: \cite* keys
perez-mayos_how_2021,How much pretraining data do language models need to learn syntax?,,,appendix long table_refrences.tex: \cite* keys
petersen_lexical_2023,Lexical {Semantics} with {Large} {Language} {Models}: {A} {Case} {Study} of {English} “break”,,,appendix long table_refrences.tex: \cite* keys
pham_out_2021,Out of {Order}: {How} important is the sequential order of words in a sentence in {Natural} {Language} {Understanding} tasks?,,,appendix long table_refrences.tex: \cite* keys
pimentel_architectural_2022,The {Architectural} {Bottleneck} {Principle,,,appendix long table_refrences.tex: \cite* keys
pimentel_information-theoretic_2020,Information-{Theoretic} {Probing} for {Linguistic} {Structure,,,appendix long table_refrences.tex: \cite* keys
pimentel_pareto_2020,Pareto {Probing}: {Trading} {Off} {Accuracy} for {Complexity,,,appendix long table_refrences.tex: \cite* keys
pires_how_2019,How {Multilingual} is {Multilingual} {BERT}?,,,appendix long table_refrences.tex: \cite* keys
prange_linguistic_2022,Linguistic {Frameworks} {Go} {Toe}-to-{Toe} at {Neuro}-{Symbolic} {Language} {Modeling,,,appendix long table_refrences.tex: \cite* keys
pruksachatkun_intermediate-task_2020,Intermediate-{Task} {Transfer} {Learning} with {Pretrained} {Language} {Models}: {When} and {Why} {Does} {It} {Work}?,,,appendix long table_refrences.tex: \cite* keys
puccetti_how_2021,How {Do} {BERT} {Embeddings} {Organize} {Linguistic} {Knowledge}?,,,appendix long table_refrences.tex: \cite* keys
qiu_grammaticality_2025,Grammaticality representation in {ChatGPT} as compared to linguists and laypeople,,,appendix long table_refrences.tex: \cite* keys
ravfogel_counterfactual_2021,Counterfactual {Interventions} {Reveal} the {Causal} {Effect} of {Relative} {Clause} {Representations} on {Agreement} {Prediction,,,appendix long table_refrences.tex: \cite* keys
ravishankar_attention_2021,Attention {Can} {Reflect} {Syntactic} {Structure} ({If} {You} {Let} {It}),,,appendix long table_refrences.tex: \cite* keys
ravishankar_effects_2022,The {Effects} of {Corpus} {Choice} and {Morphosyntax} on {Multilingual} {Space} {Induction,,,appendix long table_refrences.tex: \cite* keys
ravishankar_multilingual_2019,Multilingual {Probing} of {Deep} {Pre}-{Trained} {Contextual} {Encoders,,,appendix long table_refrences.tex: \cite* keys
ri_pretraining_2022,Pretraining with {Artificial} {Language}: {Studying} {Transferable} {Knowledge} in {Language} {Models,,,appendix long table_refrences.tex: \cite* keys
ribeiro_beyond_2020,Beyond {Accuracy}: {Behavioral} {Testing} of {NLP} {Models} with {CheckList,,,appendix long table_refrences.tex: \cite* keys
ronnqvist_is_2019,Is {Multilingual} {BERT} {Fluent} in {Language} {Generation}?,,,appendix long table_refrences.tex: \cite* keys
rosa_inducing_2019,Inducing {Syntactic} {Trees} from {BERT} {Representations,,,appendix long table_refrences.tex: \cite* keys
roy_benchclamp_2023,BenchCLAMP}: {A} {Benchmark} for {Evaluating} {Language} {Models} on {Syntactic} and {Semantic} {Parsing,,,appendix long table_refrences.tex: \cite* keys
ruzzetti_exploring_2023,Exploring {Linguistic} {Properties} of {Monolingual} {BERTs} with {Typological} {Classification} among {Languages,,,appendix long table_refrences.tex: \cite* keys
ryu_accounting_2021,Accounting for {Agreement} {Phenomena} in {Sentence} {Comprehension} with {Transformer} {Language} {Models}: {Effects} of {Similarity}-based {Interference} on {Surprisal} and {Attention,,,appendix long table_refrences.tex: \cite* keys
sachan_syntax_2021,Do {Syntax} {Trees} {Help} {Pre}-trained {Transformers} {Extract} {Information}?,,,appendix long table_refrences.tex: \cite* keys
sajjad_analyzing_2022,Analyzing {Encoded} {Concepts} in {Transformer} {Language} {Models,,,appendix long table_refrences.tex: \cite* keys
salazar_masked_2020,Masked {Language} {Model} {Scoring,,,appendix long table_refrences.tex: \cite* keys
salvatore_logical-based_2019,A logical-based corpus for cross-lingual evaluation,,,appendix long table_refrences.tex: \cite* keys
sartran_transformer_2022,Transformer {Grammars}: {Augmenting} {Transformer} {Language} {Models} with {Syntactic} {Inductive} {Biases} at {Scale,,,appendix long table_refrences.tex: \cite* keys
schuster_berts_2022,From {BERT}`s {Point} of {View}: {Revealing} the {Prevailing} {Contextual} {Differences,,,appendix long table_refrences.tex: \cite* keys
sevastjanova_lmfingerprints_2022,LMFingerprints}: {Visual} {Explanations} of {Language} {Model} {Embedding} {Spaces} through {Layerwise} {Contextualization} {Scores,,,appendix long table_refrences.tex: \cite* keys
shapiro_multilabel_2021,A multilabel approach to morphosyntactic probing,,,appendix long table_refrences.tex: \cite* keys
sharma-etal-2023-learning,Learning Non-linguistic Skills without Sacrificing Linguistic Proficiency,,,appendix long table_refrences.tex: \cite* keys
sieker_when_2023,When {Your} {Language} {Model} {Cannot} {Even} {Do} {Determiners} {Right}: {Probing} for {Anti}-{Presuppositions} and the {Maximize} {Presupposition}! {Principle,,,appendix long table_refrences.tex: \cite* keys
simon2024a,A Polar coordinate system represents syntax in large language models,,,appendix long table_refrences.tex: \cite* keys
sinclair_structural_2022,Structural {Persistence} in {Language} {Models}: {Priming} as a {Window} into {Abstract} {Language} {Representations,,,appendix long table_refrences.tex: \cite* keys
sinha_curious_2022,The {Curious} {Case} of {Absolute} {Position} {Embeddings,,,appendix long table_refrences.tex: \cite* keys
sinha_language_2023,Language model acceptability judgements are not always robust to context,,,appendix long table_refrences.tex: \cite* keys
sinha_masked_2021,Masked {Language} {Modeling} and the {Distributional} {Hypothesis}: {Order} {Word} {Matters} {Pre}-training for {Little,,,appendix long table_refrences.tex: \cite* keys
sinha_unnatural_2021,UnNatural} {Language} {Inference,,,appendix long table_refrences.tex: \cite* keys
someya_derivational_2025,Derivational {Probing}: {Unveiling} the {Layer}-wise {Derivation} of {Syntactic} {Structures} in {Neural} {Language} {Models,,,appendix long table_refrences.tex: \cite* keys
someya_jblimp_2023,JBLiMP}: {Japanese} {Benchmark} of {Linguistic} {Minimal} {Pairs,,,appendix long table_refrences.tex: \cite* keys
someya_targeted_2024,Targeted {Syntactic} {Evaluation} on the {Chomsky} {Hierarchy,,,appendix long table_refrences.tex: \cite* keys
sorodoc_probing_2020,Probing for {Referential} {Information} in {Language} {Models,,,appendix long table_refrences.tex: \cite* keys
srivastava_beyond_2023,Beyond the {Imitation} {Game}: {Quantifying} and extrapolating the capabilities of language models,,,appendix long table_refrences.tex: \cite* keys
stanczak_latent-variable_2023,A {Latent}-{Variable} {Model} for {Intrinsic} {Probing,,,appendix long table_refrences.tex: \cite* keys
stanczak_same_2022,Same {Neurons,,,appendix long table_refrences.tex: \cite* keys
sundararaman_syntax-infused_2019,Syntax-{Infused} {Transformer} and {BERT} models for {Machine} {Translation} and {Natural} {Language} {Understanding,,,appendix long table_refrences.tex: \cite* keys
swamy_interpreting_2021,Interpreting {Language} {Models} {Through} {Knowledge} {Graph} {Extraction,,,appendix long table_refrences.tex: \cite* keys
swarup-etal-2025-syntax,From Syntax to Semantics: Evaluating the Impact of Linguistic Structures on {LLM}-Based Information Extraction,,,appendix long table_refrences.tex: \cite* keys
taktasheva_shaking_2021,Shaking {Syntactic} {Trees} on the {Sesame} {Street}: {Multilingual} {Probing} with {Controllable} {Perturbations,,,appendix long table_refrences.tex: \cite* keys
tayyar_madabushi_cxgbert_2020,CxGBERT}: {BERT} meets {Construction} {Grammar,,,appendix long table_refrences.tex: \cite* keys
tenney_bert_2019,BERT} {Rediscovers} the {Classical} {NLP} {Pipeline,,,appendix long table_refrences.tex: \cite* keys
thrush_investigating_2020,Investigating {Novel} {Verb} {Learning} in {BERT}: {Selectional} {Preference} {Classes} and {Alternation}-{Based} {Syntactic} {Generalization,,,appendix long table_refrences.tex: \cite* keys
tian_large_2025,Large {Language} {Models} {Enhanced} by {Plug} and {Play} {Syntactic} {Knowledge} for {Aspect}-based {Sentiment} {Analysis,,,appendix long table_refrences.tex: \cite* keys
timmapathini_probing_2021,Probing the {SpanBERT} {Architecture} to interpret {Scientific} {Domain} {Adaptation} {Challenges} for {Coreference} {Resolution,,,appendix long table_refrences.tex: \cite* keys
tjuatja_syntax_2023,Syntax and {Semantics} {Meet} in the “{Middle}”: {Probing} the {Syntax}-{Semantics} {Interface} of {LMs} {Through} {Agentivity,,,appendix long table_refrences.tex: \cite* keys
torroba_hennigen_intrinsic_2020,Intrinsic {Probing} through {Dimension} {Selection,,,appendix long table_refrences.tex: \cite* keys
tran:etal:2018,The Importance of Being Recurrent for Modeling Hierarchical Structure,,,appendix long table_refrences.tex: \cite* keys
tucker_what_2021,What if {This} {Modified} {That}? {Syntactic} {Interventions} with {Counterfactual} {Embeddings,,,appendix long table_refrences.tex: \cite* keys
tucker_when_2022,When {Does} {Syntax} {Mediate} {Neural} {Language} {Model} {Performance}? {Evidence} from {Dropout} {Probes,,,appendix long table_refrences.tex: \cite* keys
turner_steering_2024,Steering {Language} {Models} with {Activation} {Engineering,,,appendix long table_refrences.tex: \cite* keys
van_schijndel_quantity_2019,Quantity doesn't buy quality syntax with neural language models,,,appendix long table_refrences.tex: \cite* keys
vandermeerschen_supervised_2025,Supervised and {Unsupervised} {Probing} of {Shortcut} {Learning}: {Case} {Study} on the {Emergence} and {Evolution} of {Syntactic} {Heuristics} in {BERT,,,appendix long table_refrences.tex: \cite* keys
vig_analyzing_2019,Analyzing the {Structure} of {Attention} in a {Transformer} {Language} {Model,,,appendix long table_refrences.tex: \cite* keys
vilares_parsing_2020,Parsing as {Pretraining,,,appendix long table_refrences.tex: \cite* keys
waldis_holmes_2024,Holmes {\textbackslash}ensuremath{\textbackslash}recorder {A} {Benchmark} to {Assess} the {Linguistic} {Competence} of {Language} {Models,,,appendix long table_refrences.tex: \cite* keys
wang-etal-2021-controlled,Controlled Evaluation of Grammatical Knowledge in {M}andarin {C}hinese Language Models,,,appendix long table_refrences.tex: \cite* keys
wang_cross-lingual_2019,Cross-{Lingual} {BERT} {Transformation} for {Zero}-{Shot} {Dependency} {Parsing,,,appendix long table_refrences.tex: \cite* keys
wang_extracting_2025,Extracting structure from an {LLM} - how to improve on surprisal-based models of {Human} {Language} {Processing,,,appendix long table_refrences.tex: \cite* keys
wang_interpretability_2022,Interpretability in the {Wild}: a {Circuit} for {Indirect} {Object} {Identification} in {GPT}-2 {Small,,,appendix long table_refrences.tex: \cite* keys
wang_superglue_2019,SuperGLUE}: {A} {Stickier} {Benchmark} for {General}-{Purpose} {Language} {Understanding} {Systems,,,appendix long table_refrences.tex: \cite* keys
warstadt_can_2020,Can neural networks acquire a structural bias from raw linguistic data?,,,appendix long table_refrences.tex: \cite* keys
warstadt_investigating_2019,Investigating {BERT}'s {Knowledge} of {Language}: {Five} {Analysis} {Methods} with {NPIs,,,appendix long table_refrences.tex: \cite* keys
warstadt_learning_2020,Learning {Which} {Features} {Matter}: {RoBERTa} {Acquires} a {Preference} for {Linguistic} {Generalizations} ({Eventually}),,,appendix long table_refrences.tex: \cite* keys
weber_interpretability_2024,Interpretability of {Language} {Models} via {Task} {Spaces,,,appendix long table_refrences.tex: \cite* keys
wei-etal-2021-frequency,Frequency Effects on Syntactic Rule Learning in Transformers,,,appendix long table_refrences.tex: \cite* keys
weissweiler_better_2022,The better your {Syntax,,,appendix long table_refrences.tex: \cite* keys
weissweiler_explaining_2023,Explaining pretrained language models' understanding of linguistic structures using construction grammar,,,appendix long table_refrences.tex: \cite* keys
wettig_should_2023,Should {You} {Mask} 15\% in {Masked} {Language} {Modeling}?,,,appendix long table_refrences.tex: \cite* keys
white-cotterell-2021-examining,Examining the Inductive Bias of Neural Language Models with Artificial Languages,,,appendix long table_refrences.tex: \cite* keys
white_non-linear_2021,A {Non}-{Linear} {Structural} {Probe,,,appendix long table_refrences.tex: \cite* keys
wijesiriwardene_relationship_2024,On the Relationship between Sentence Analogy Identification and Sentence Structure Encoding in Large Language Models,,,appendix long table_refrences.tex: \cite* keys
wijnholds_assessing_2023,Assessing {Monotonicity} {Reasoning} in {Dutch} through {Natural} {Language} {Inference,,,appendix long table_refrences.tex: \cite* keys
wilcox_2022_chapter,Learning Syntactic Structures from String Input,,,appendix long table_refrences.tex: \cite* keys
wilcox_targeted_2021,A {Targeted} {Assessment} of {Incremental} {Processing} in {Neural} {Language} {Models} and {Humans,,,appendix long table_refrences.tex: \cite* keys
wilcox_using_2024,Using {Computational} {Models} to {Test} {Syntactic} {Learnability,,,appendix long table_refrences.tex: \cite* keys
wu_are_2020,Are {All} {Languages} {Created} {Equal} in {Multilingual} {BERT}?,,,appendix long table_refrences.tex: \cite* keys
wu_beto_2019,"Beto, {Bentz",,,appendix long table_refrences.tex: \cite* keys
wu_infusing_2021,Infusing {Finetuning} with {Semantic} {Dependencies,,,appendix long table_refrences.tex: \cite* keys
wu_perturbed_2020,Perturbed {Masking}: {Parameter}-free {Probing} for {Analyzing} and {Interpreting} {BERT,,,appendix long table_refrences.tex: \cite* keys
xefteri-etal-2025-syntactic,Syntactic Control of Language Models by Posterior Inference,,,appendix long table_refrences.tex: \cite* keys
xu2025languagemodelslearntypologically,Can Language Models Learn Typologically Implausible Languages?,,,appendix long table_refrences.tex: \cite* keys
xu_are_2023,Are {Structural} {Concepts} {Universal} in {Transformer} {Language} {Models}? {Towards} {Interpretable} {Cross}-{Lingual} {Generalization,,,appendix long table_refrences.tex: \cite* keys
xu_cross-linguistic_2022,Cross-{Linguistic} {Syntactic} {Difference} in {Multilingual} {BERT}: {How} {Good} is {It} and {How} {Does} {It} {Affect} {Transfer}?,,,appendix long table_refrences.tex: \cite* keys
xu_syntax-enhanced_2021,Syntax-{Enhanced} {Pre}-trained {Model,,,appendix long table_refrences.tex: \cite* keys
yamakoshi_causal_2023,Causal interventions expose implicit situation models for commonsense language understanding,,,appendix long table_refrences.tex: \cite* keys
yanaka-etal-2019-neural,Can Neural Networks Understand Monotonicity Reasoning?,,,appendix long table_refrences.tex: \cite* keys
yanaka-etal-2020-neural,Do Neural Models Learn Systematicity of Monotonicity Inference in Natural Language?,,,appendix long table_refrences.tex: \cite* keys
yanaka_assessing_2021,Assessing the {Generalization} {Capacity} of {Pre}-trained {Language} {Models} through {Japanese} {Adversarial} {Natural} {Language} {Inference,,,appendix long table_refrences.tex: \cite* keys
yang_anything_2025,Anything {Goes}? {A} {Crosslinguistic} {Study} of ({Im})possible {Language} {Learning} in {LMs,,,appendix long table_refrences.tex: \cite* keys
yi_probing_2022,Probing for {Understanding} of {English} {Verb} {Classes} and {Alternations} in {Large} {Pre}-trained {Language} {Models,,,appendix long table_refrences.tex: \cite* keys
yin_interpreting_2022,Interpreting {Language} {Models} with {Contrastive} {Explanations,,,appendix long table_refrences.tex: \cite* keys
yoshida-oseki-2022-composition,"Composition, Attention, or Both?",,,appendix long table_refrences.tex: \cite* keys
yu_word_2020,Word {Frequency} {Does} {Not} {Predict} {Grammatical} {Knowledge} in {Language} {Models,,,appendix long table_refrences.tex: \cite* keys
yun_transformer_2021,Transformer visualization via dictionary learning: contextualized embedding as a linear superposition of transformer factors,,,appendix long table_refrences.tex: \cite* keys
zhang_closer_2023,A {Closer} {Look} at {Transformer} {Attention} for {Multilingual} {Translation,,,appendix long table_refrences.tex: \cite* keys
zhang_dependency-based_2021,Dependency-based syntax-aware word representations,,,appendix long table_refrences.tex: \cite* keys
zhang_how_2023,How {Well} {Do} {Text} {Embedding} {Models} {Understand} {Syntax}?,,,appendix long table_refrences.tex: \cite* keys
zhang_probing_2022,Probing {GPT}-3's {Linguistic} {Knowledge} on {Semantic} {Tasks,,,appendix long table_refrences.tex: \cite* keys
zhang_unveiling_2024,Unveiling {Linguistic} {Regions} in {Large} {Language} {Models,,,appendix long table_refrences.tex: \cite* keys
zhang_when_2021,When {Do} {You} {Need} {Billions} of {Words} of {Pretraining} {Data}?,,,appendix long table_refrences.tex: \cite* keys
zhao_how_2020,How does {BERT}'s attention change when you fine-tune? {An} analysis methodology and a case study in negation scope,,,appendix long table_refrences.tex: \cite* keys
zhao_systematic_2025,A {Systematic} {Study} of {Compositional} {Syntactic} {Transformer} {Language} {Models,,,appendix long table_refrences.tex: \cite* keys
zhao_transformers_2023,Do {Transformers} {Parse} while {Predicting} the {Masked} {Word}?,,,appendix long table_refrences.tex: \cite* keys
zheng_probing_2022,Probing language identity encoded in pre-trained multilingual models: a typological view,,,appendix long table_refrences.tex: \cite* keys
zheng_what_2023,What does {Chinese} {BERT} learn about syntactic knowledge?,,,appendix long table_refrences.tex: \cite* keys
zhou_how_2023,How {Well} {Do} {Large} {Language} {Models} {Understand} {Syntax}? {An} {Evaluation} by {Asking} {Natural} {Language} {Questions,,,appendix long table_refrences.tex: \cite* keys
zhou_limit-bert_2020,LIMIT}-{BERT} : {Linguistics} {Informed} {Multi}-{Task} {BERT,,,appendix long table_refrences.tex: \cite* keys
zhou_linguistic_2025,Linguistic {Minimal} {Pairs} {Elicit} {Linguistic} {Similarity} in {Large} {Language} {Models,,,appendix long table_refrences.tex: \cite* keys
zhu_information_2020,An information theoretic view on selecting linguistic probes,,,appendix long table_refrences.tex: \cite* keys
zimmerman_tokens_2025,"Tokens, the oft-overlooked appetizer: {Large} language models, the distributional hypothesis, and meaning",,,appendix long table_refrences.tex: \cite* keys
